cdom,wvl_400,wvl_406.060606060606,wvl_412.121212121212,wvl_418.181818181818,wvl_424.242424242424,wvl_430.30303030303,wvl_436.363636363636,wvl_442.424242424242,wvl_448.484848484848,wvl_454.545454545454,wvl_460.60606060606,wvl_466.666666666666,wvl_472.727272727272,wvl_478.787878787878,wvl_484.848484848484,wvl_490.90909090909,wvl_496.969696969697,wvl_503.030303030303,wvl_509.090909090909,wvl_515.151515151515,wvl_521.212121212121,wvl_527.272727272727,wvl_533.333333333333,wvl_539.393939393939,wvl_545.454545454545,wvl_551.515151515151,wvl_557.575757575757,wvl_563.636363636363,wvl_569.696969696969,wvl_575.757575757575,wvl_581.818181818181,wvl_587.878787878787,wvl_593.939393939394,wvl_600,wvl_606.060606060606,wvl_612.121212121212,wvl_618.181818181818,wvl_624.242424242424,wvl_630.30303030303,wvl_636.363636363636,wvl_642.424242424242,wvl_648.484848484848,wvl_654.545454545454,wvl_660.60606060606,wvl_666.666666666666,wvl_672.727272727272,wvl_678.787878787878,wvl_684.848484848484,wvl_690.90909090909,wvl_696.969696969697,wvl_703.030303030303,wvl_709.090909090909,wvl_715.151515151515,wvl_721.212121212121,wvl_727.272727272727,wvl_733.333333333333,wvl_739.393939393939,wvl_745.454545454545,wvl_751.515151515151,wvl_757.575757575757,wvl_763.636363636363,wvl_769.696969696969,wvl_775.757575757575,wvl_781.818181818181,wvl_787.878787878787,wvl_793.939393939394,wvl_800,wvl_806.060606060606,wvl_812.121212121212,wvl_818.181818181818,wvl_824.242424242424,wvl_830.30303030303,wvl_836.363636363636,wvl_842.424242424242,wvl_848.484848484848,wvl_854.545454545454,wvl_860.60606060606,wvl_866.666666666666,wvl_872.727272727272,wvl_878.787878787878,wvl_884.848484848484,wvl_890.90909090909,wvl_896.969696969697,wvl_903.030303030303,wvl_909.090909090909,wvl_915.151515151515,wvl_921.212121212121,wvl_927.272727272727,wvl_933.333333333333,wvl_939.393939393939,wvl_945.454545454545,wvl_951.515151515151,wvl_957.575757575757,wvl_963.636363636363,wvl_969.696969696969,wvl_975.757575757575,wvl_981.818181818181,wvl_987.878787878787,wvl_993.939393939393,wvl_1000
0.485,0.000305232,0.000317511,0.000330364,0.000343858,0.000358102,0.00037313,0.000388827,0.000404732,0.000420952,0.000438845,0.000458482,0.000478826,0.000499242,0.000519625,0.000540549,0.000561251,0.000578654,0.000586045,0.000584133,0.000583152,0.000587889,0.00059844,0.000608602,0.000610093,0.00059736,0.000582109,0.000573419,0.00056351,0.000540896,0.000497364,0.000438364,0.000362169,0.000271759,0.000208891,0.000179784,0.000165845,0.000157083,0.000148502,0.000137919,0.000126097,0.000117399,0.00010931,9.52E-05,8.25E-05,7.60E-05,7.14E-05,6.64E-05,6.09E-05,5.45E-05,4.70E-05,3.96E-05,3.20E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.10E-06,8.41E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.17E-06,7.26E-06,7.42E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.49,0.000302098,0.000314246,0.000326965,0.000340321,0.000354418,0.000369294,0.000384836,0.000400592,0.000416667,0.000434394,0.00045384,0.000473995,0.000494232,0.000514452,0.000535217,0.000555779,0.000573121,0.000580649,0.000579038,0.000578328,0.000583235,0.000593866,0.000604117,0.000605823,0.000593483,0.000578623,0.000570219,0.000560587,0.00053835,0.00049533,0.000436871,0.000361207,0.000271248,0.000208606,0.000179586,0.000165686,0.000156948,0.000148388,0.000137827,0.000126025,0.00011734,0.000109262,9.51E-05,8.25E-05,7.60E-05,7.14E-05,6.64E-05,6.09E-05,5.44E-05,4.70E-05,3.96E-05,3.20E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.10E-06,8.41E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.17E-06,7.26E-06,7.42E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.495,0.000299027,0.000311048,0.000323635,0.000336855,0.00035081,0.000365537,0.000380926,0.000396535,0.000412469,0.000430031,0.000449292,0.000469259,0.000489322,0.000509381,0.000529989,0.000550413,0.000567692,0.00057535,0.00057403,0.000573583,0.000578655,0.000589361,0.000599698,0.000601612,0.000589655,0.000575178,0.000567053,0.000557695,0.000535828,0.000493312,0.000435389,0.00036025,0.000270738,0.000208321,0.000179387,0.000165527,0.000156813,0.000148275,0.000137735,0.000125952,0.000117281,0.000109214,9.51E-05,8.25E-05,7.60E-05,7.13E-05,6.64E-05,6.09E-05,5.44E-05,4.70E-05,3.96E-05,3.20E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.10E-06,8.41E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.17E-06,7.26E-06,7.42E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.5,0.000296018,0.000307914,0.000320372,0.000333458,0.000347274,0.000361856,0.000377095,0.00039256,0.000408354,0.000425756,0.000444834,0.000464618,0.000484508,0.000504409,0.000524863,0.00054515,0.000562366,0.000570148,0.000569108,0.000568915,0.000574145,0.000584925,0.000595343,0.000597459,0.000585876,0.000571774,0.000563923,0.000554831,0.00053333,0.000491311,0.000433916,0.000359298,0.000270231,0.000208038,0.000179189,0.000165368,0.000156679,0.000148162,0.000137643,0.00012588,0.000117223,0.000109166,9.51E-05,8.24E-05,7.59E-05,7.13E-05,6.64E-05,6.09E-05,5.44E-05,4.70E-05,3.96E-05,3.20E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.10E-06,8.41E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.17E-06,7.26E-06,7.42E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.505,0.000293069,0.000304843,0.000317175,0.00033013,0.000343809,0.000358247,0.00037334,0.000388664,0.00040432,0.000421564,0.000440464,0.000460067,0.000479788,0.000499532,0.000519834,0.000539986,0.000557138,0.000565039,0.000564269,0.000564323,0.000569706,0.000580554,0.000591051,0.000593363,0.000582145,0.00056841,0.000560827,0.000551997,0.000530854,0.000489326,0.000432453,0.000358351,0.000269725,0.000207755,0.000178991,0.000165209,0.000156545,0.00014805,0.000137552,0.000125808,0.000117164,0.000109118,9.50E-05,8.24E-05,7.59E-05,7.13E-05,6.63E-05,6.09E-05,5.44E-05,4.70E-05,3.96E-05,3.20E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.10E-06,8.41E-06,8.08E-06,7.63E-06,7.32E-06,7.19E-06,7.17E-06,7.26E-06,7.42E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.51,0.000290179,0.000301832,0.00031404,0.000326868,0.000340413,0.00035471,0.000369659,0.000384844,0.000400366,0.000417454,0.000436178,0.000455604,0.000475158,0.00049475,0.000514901,0.000534919,0.000552007,0.00056002,0.000559512,0.000559804,0.000565334,0.000576248,0.000586821,0.000589323,0.000578461,0.000565085,0.000557765,0.000549192,0.000528402,0.000487357,0.000431,0.000357408,0.000269221,0.000207474,0.000178794,0.000165051,0.000156412,0.000147937,0.00013746,0.000125736,0.000117105,0.00010907,9.50E-05,8.24E-05,7.59E-05,7.13E-05,6.63E-05,6.09E-05,5.44E-05,4.70E-05,3.96E-05,3.20E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.10E-06,8.41E-06,8.08E-06,7.63E-06,7.32E-06,7.19E-06,7.17E-06,7.26E-06,7.42E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.515,0.000287344,0.00029888,0.000310967,0.000323669,0.000337082,0.000351242,0.00036605,0.000381099,0.000396487,0.000413424,0.000431975,0.000451227,0.000470618,0.000490057,0.00051006,0.000529946,0.000546969,0.000555089,0.000554835,0.000555356,0.000561029,0.000572006,0.00058265,0.000585337,0.000574824,0.000561799,0.000554736,0.000546415,0.000525972,0.000485403,0.000429557,0.000356471,0.000268719,0.000207192,0.000178597,0.000164893,0.000156278,0.000147825,0.000137369,0.000125665,0.000117047,0.000109023,9.50E-05,8.24E-05,7.59E-05,7.13E-05,6.63E-05,6.09E-05,5.44E-05,4.70E-05,3.96E-05,3.20E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.10E-06,8.41E-06,8.08E-06,7.63E-06,7.32E-06,7.19E-06,7.17E-06,7.26E-06,7.42E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.52,0.000284565,0.000295985,0.000307954,0.000320532,0.000333816,0.000347841,0.00036251,0.000377426,0.000392684,0.00040947,0.000427852,0.000446934,0.000466163,0.000485453,0.000505309,0.000525065,0.000542022,0.000550245,0.000550235,0.000550979,0.000556789,0.000567825,0.000578538,0.000581405,0.000571232,0.000558551,0.00055174,0.000543666,0.000523564,0.000483466,0.000428124,0.000355539,0.000268219,0.000206912,0.000178401,0.000164736,0.000156145,0.000147712,0.000137278,0.000125593,0.000116988,0.000108975,9.49E-05,8.24E-05,7.59E-05,7.13E-05,6.63E-05,6.09E-05,5.44E-05,4.70E-05,3.96E-05,3.20E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.10E-06,8.41E-06,8.08E-06,7.63E-06,7.32E-06,7.19E-06,7.17E-06,7.26E-06,7.42E-06,7.52E-06,7.39E-06,6.88E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.525,0.000281838,0.000293146,0.000304998,0.000317456,0.000330613,0.000344506,0.000359039,0.000373822,0.000388952,0.000405592,0.000423808,0.000442721,0.000461792,0.000480935,0.000500646,0.000520272,0.000537164,0.000545484,0.00054571,0.00054667,0.000552612,0.000563705,0.000574484,0.000577525,0.000567685,0.00055534,0.000548775,0.000540945,0.000521178,0.000481543,0.0004267,0.000354612,0.000267721,0.000206632,0.000178205,0.000164578,0.000156012,0.0001476,0.000137187,0.000125521,0.00011693,0.000108927,9.49E-05,8.23E-05,7.58E-05,7.13E-05,6.63E-05,6.08E-05,5.44E-05,4.70E-05,3.96E-05,3.20E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.10E-06,8.41E-06,8.08E-06,7.63E-06,7.32E-06,7.19E-06,7.17E-06,7.26E-06,7.42E-06,7.52E-06,7.39E-06,6.88E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.53,0.000279164,0.000290361,0.000302098,0.000314437,0.000327471,0.000341234,0.000355633,0.000370287,0.000385291,0.000401786,0.000419838,0.000438587,0.000457501,0.0004765,0.000496068,0.000515567,0.000532392,0.000540805,0.000541259,0.000542428,0.000548498,0.000559644,0.000570486,0.000573697,0.000564181,0.000552166,0.000545843,0.00053825,0.000518814,0.000479636,0.000425285,0.000353689,0.000267225,0.000206354,0.00017801,0.000164421,0.000155879,0.000147489,0.000137096,0.00012545,0.000116872,0.00010888,9.49E-05,8.23E-05,7.58E-05,7.12E-05,6.63E-05,6.08E-05,5.44E-05,4.70E-05,3.96E-05,3.20E-05,2.44E-05,1.85E-05,1.42E-05,1.10E-05,9.10E-06,8.41E-06,8.08E-06,7.63E-06,7.32E-06,7.19E-06,7.17E-06,7.26E-06,7.42E-06,7.52E-06,7.39E-06,6.88E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.535,0.00027654,0.000287628,0.000299253,0.000311476,0.000324388,0.000338023,0.000352291,0.000366818,0.000381698,0.000398051,0.000415943,0.000434529,0.00045329,0.000472146,0.000491573,0.000510945,0.000527704,0.000536205,0.000536881,0.000538251,0.000544444,0.000555642,0.000566543,0.000569919,0.00056072,0.000549028,0.000542942,0.000535583,0.000516471,0.000477744,0.00042388,0.000352771,0.00026673,0.000206075,0.000177815,0.000164265,0.000155746,0.000147377,0.000137005,0.000125378,0.000116813,0.000108832,9.48E-05,8.23E-05,7.58E-05,7.12E-05,6.63E-05,6.08E-05,5.44E-05,4.70E-05,3.96E-05,3.20E-05,2.44E-05,1.85E-05,1.42E-05,1.10E-05,9.10E-06,8.41E-06,8.08E-06,7.63E-06,7.32E-06,7.19E-06,7.17E-06,7.26E-06,7.42E-06,7.52E-06,7.39E-06,6.88E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.54,0.000273964,0.000284946,0.000296462,0.00030857,0.000321362,0.000334872,0.000349011,0.000363414,0.000378171,0.000394384,0.000412119,0.000430546,0.000449156,0.00046787,0.000487159,0.000506406,0.000523098,0.000531683,0.000532572,0.000534137,0.00054045,0.000551696,0.000562655,0.00056619,0.000557302,0.000545925,0.000540071,0.000532941,0.00051415,0.000475866,0.000422484,0.000351858,0.000266238,0.000205798,0.00017762,0.000164108,0.000155614,0.000147265,0.000136915,0.000125307,0.000116755,0.000108785,9.48E-05,8.23E-05,7.58E-05,7.12E-05,6.62E-05,6.08E-05,5.44E-05,4.70E-05,3.96E-05,3.20E-05,2.44E-05,1.85E-05,1.42E-05,1.10E-05,9.10E-06,8.41E-06,8.08E-06,7.63E-06,7.32E-06,7.19E-06,7.17E-06,7.26E-06,7.42E-06,7.52E-06,7.39E-06,6.88E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.545,0.000271436,0.000282313,0.000293721,0.000305718,0.000318393,0.000331779,0.000345792,0.000360072,0.000374709,0.000390785,0.000408364,0.000426635,0.000445096,0.000463671,0.000482823,0.000501946,0.000518571,0.000527237,0.000528332,0.000530087,0.000536514,0.000547806,0.000558819,0.00056251,0.000553925,0.000542857,0.00053723,0.000530326,0.000511849,0.000474004,0.000421097,0.00035095,0.000265747,0.000205521,0.000177426,0.000163952,0.000155482,0.000147154,0.000136824,0.000125236,0.000116697,0.000108737,9.48E-05,8.22E-05,7.58E-05,7.12E-05,6.62E-05,6.08E-05,5.44E-05,4.70E-05,3.96E-05,3.20E-05,2.44E-05,1.85E-05,1.42E-05,1.10E-05,9.10E-06,8.41E-06,8.08E-06,7.63E-06,7.32E-06,7.19E-06,7.17E-06,7.26E-06,7.42E-06,7.52E-06,7.39E-06,6.88E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.55,0.000268955,0.000279729,0.000291031,0.000302918,0.000315477,0.000328743,0.000342632,0.000356791,0.000371309,0.00038725,0.000404678,0.000422794,0.000441109,0.000459547,0.000478564,0.000497564,0.000514122,0.000522864,0.000524159,0.000526097,0.000532635,0.00054397,0.000555035,0.000558877,0.000550588,0.000539824,0.00053442,0.000527736,0.000509568,0.000472156,0.000419719,0.000350046,0.000265258,0.000205246,0.000177232,0.000163796,0.00015535,0.000147043,0.000136734,0.000125164,0.000116639,0.00010869,9.47E-05,8.22E-05,7.58E-05,7.12E-05,6.62E-05,6.08E-05,5.44E-05,4.70E-05,3.96E-05,3.20E-05,2.44E-05,1.85E-05,1.42E-05,1.10E-05,9.10E-06,8.41E-06,8.08E-06,7.63E-06,7.32E-06,7.19E-06,7.17E-06,7.26E-06,7.42E-06,7.52E-06,7.39E-06,6.88E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.555,0.000266518,0.000277192,0.00028839,0.000300168,0.000312615,0.000325762,0.000339529,0.000353569,0.000367971,0.000383779,0.000401057,0.000419022,0.000437192,0.000455496,0.000474379,0.000493258,0.000509749,0.000518563,0.000520051,0.000522166,0.000528811,0.000540187,0.000551302,0.000555291,0.000547291,0.000536824,0.000531638,0.000525171,0.000507308,0.000470322,0.00041835,0.000349147,0.00026477,0.00020497,0.000177039,0.000163641,0.000155218,0.000146932,0.000136643,0.000125093,0.000116581,0.000108643,9.47E-05,8.22E-05,7.57E-05,7.12E-05,6.62E-05,6.08E-05,5.43E-05,4.70E-05,3.96E-05,3.20E-05,2.44E-05,1.85E-05,1.42E-05,1.10E-05,9.10E-06,8.41E-06,8.08E-06,7.63E-06,7.32E-06,7.19E-06,7.17E-06,7.26E-06,7.42E-06,7.52E-06,7.39E-06,6.88E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.56,0.000264125,0.0002747,0.000285796,0.000297469,0.000309804,0.000322834,0.000336481,0.000350405,0.000364692,0.00038037,0.000397501,0.000415316,0.000433345,0.000451515,0.000470267,0.000489026,0.000505449,0.000514332,0.000516007,0.000518294,0.000525042,0.000536457,0.000547619,0.000551751,0.000544034,0.000533857,0.000528885,0.000522631,0.000505067,0.000468502,0.00041699,0.000348253,0.000264285,0.000204696,0.000176846,0.000163485,0.000155087,0.000146821,0.000136553,0.000125022,0.000116523,0.000108595,9.47E-05,8.22E-05,7.57E-05,7.11E-05,6.62E-05,6.08E-05,5.43E-05,4.70E-05,3.95E-05,3.20E-05,2.44E-05,1.85E-05,1.42E-05,1.10E-05,9.10E-06,8.41E-06,8.08E-06,7.63E-06,7.32E-06,7.19E-06,7.17E-06,7.26E-06,7.42E-06,7.52E-06,7.39E-06,6.88E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.565,0.000261774,0.000272253,0.000283248,0.000294817,0.000307043,0.000319959,0.000333488,0.000347297,0.000361471,0.00037702,0.000394006,0.000411675,0.000429564,0.000447603,0.000466225,0.000484866,0.000501221,0.000510169,0.000512025,0.000514479,0.000521326,0.000532777,0.000543985,0.000548255,0.000540815,0.000530923,0.000526161,0.000520115,0.000502847,0.000466697,0.000415639,0.000347363,0.000263801,0.000204422,0.000176653,0.00016333,0.000154955,0.00014671,0.000136463,0.000124951,0.000116465,0.000108548,9.46E-05,8.21E-05,7.57E-05,7.11E-05,6.62E-05,6.08E-05,5.43E-05,4.70E-05,3.95E-05,3.20E-05,2.44E-05,1.85E-05,1.42E-05,1.10E-05,9.10E-06,8.41E-06,8.08E-06,7.63E-06,7.32E-06,7.19E-06,7.17E-06,7.26E-06,7.42E-06,7.52E-06,7.39E-06,6.88E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.57,0.000259465,0.000269849,0.000280746,0.000292212,0.00030433,0.000317134,0.000330547,0.000344243,0.000358307,0.000373729,0.000390573,0.000408098,0.000425849,0.000443759,0.000462252,0.000480776,0.000497063,0.000506074,0.000508105,0.00051072,0.000517662,0.000529148,0.000540398,0.000544803,0.000537634,0.00052802,0.000523464,0.000517624,0.000500645,0.000464905,0.000414297,0.000346478,0.000263319,0.00020415,0.000176461,0.000163176,0.000154824,0.0001466,0.000136373,0.00012488,0.000116407,0.000108501,9.46E-05,8.21E-05,7.57E-05,7.11E-05,6.62E-05,6.08E-05,5.43E-05,4.69E-05,3.95E-05,3.19E-05,2.44E-05,1.85E-05,1.42E-05,1.10E-05,9.10E-06,8.41E-06,8.08E-06,7.63E-06,7.32E-06,7.19E-06,7.17E-06,7.26E-06,7.42E-06,7.52E-06,7.39E-06,6.88E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.575,0.000257197,0.000267487,0.000278287,0.000289653,0.000301666,0.000314359,0.000327658,0.000341243,0.000355197,0.000370495,0.000387199,0.000404582,0.000422198,0.000439979,0.000458346,0.000476754,0.000492974,0.000502043,0.000504243,0.000507015,0.00051405,0.000525568,0.000536859,0.000541395,0.00053449,0.00052515,0.000520795,0.000515156,0.000498463,0.000463127,0.000412963,0.000345597,0.000262839,0.000203877,0.00017627,0.000163021,0.000154693,0.000146489,0.000136283,0.000124809,0.000116349,0.000108453,9.46E-05,8.21E-05,7.57E-05,7.11E-05,6.62E-05,6.07E-05,5.43E-05,4.69E-05,3.95E-05,3.19E-05,2.44E-05,1.85E-05,1.42E-05,1.10E-05,9.10E-06,8.41E-06,8.08E-06,7.63E-06,7.32E-06,7.19E-06,7.17E-06,7.26E-06,7.42E-06,7.52E-06,7.38E-06,6.88E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
